date,close,volume
2018-01-01,772.6409912109375,2595760128
2018-01-02,884.4439697265625,5783349760
2018-01-03,962.719970703125,5093159936
2018-01-04,980.9219970703125,6502859776
2018-01-05,997.719970703125,6683149824
2018-01-06,1041.6800537109375,4662219776
2018-01-07,1153.1700439453125,5569880064
2018-01-08,1148.530029296875,8450970112
2018-01-09,1299.739990234375,7965459968
2018-01-10,1255.8199462890625,9214950400
2018-01-11,1154.9300537109375,7235899904
2018-01-12,1273.199951171875,5222300160
2018-01-13,1396.4200439453125,5746760192
2018-01-14,1366.77001953125,4841630208
2018-01-15,1291.9200439453125,4781100032
2018-01-16,1053.68994140625,8405139968
2018-01-17,1014.25,8545160192
2018-01-18,1036.280029296875,5938319872
2018-01-19,1039.0999755859375,4084450048
2018-01-20,1155.1500244140625,3975190016
2018-01-21,1049.5799560546875,3378089984
2018-01-22,1003.260009765625,3810099968
2018-01-23,986.22900390625,3556699904
2018-01-24,1058.780029296875,3944039936
2018-01-25,1056.030029296875,4050190080
2018-01-26,1055.1700439453125,3617690112
2018-01-27,1107.0699462890625,3002870016
2018-01-28,1246.010009765625,5372329984
2018-01-29,1182.3599853515625,3715079936
2018-01-30,1071.1300048828125,4107859968
2018-01-31,1118.31005859375,3757560064
2018-02-01,1036.7900390625,5261680128
2018-02-02,915.7849731445312,6713290240
2018-02-03,964.0189819335938,3243480064
2018-02-04,834.6820068359375,2997090048
2018-02-05,697.9509887695312,4269530112
2018-02-06,793.1220092773438,6518269952
2018-02-07,757.0679931640625,3896179968
2018-02-08,817.8070068359375,3708189952
2018-02-09,883.864990234375,2495820032
2018-02-10,860.4149780273438,2930530048
2018-02-11,814.6599731445312,2486650112
2018-02-12,868.7069702148438,2243450112
2018-02-13,845.2579956054688,2081170048
2018-02-14,923.5609741210938,2818370048
2018-02-15,936.9760131835938,2900100096
2018-02-16,944.2100219726562,2369449984
2018-02-17,974.114990234375,2525720064
2018-02-18,923.9210205078125,2567290112
2018-02-19,943.864990234375,2169019904
2018-02-20,895.3709716796875,2545260032
2018-02-21,849.9710083007812,2531729920
2018-02-22,812.844970703125,2150370048
2018-02-23,864.1890258789062,2334820096
2018-02-24,840.5150146484375,1926579968
2018-02-25,844.8099975585938,1646960000
2018-02-26,869.3150024414062,2044480000
2018-02-27,878.2650146484375,2053980032
2018-02-28,855.198974609375,1963980032
2018-03-01,872.2000122070312,1868519936
2018-03-02,856.85302734375,1894419968
2018-03-03,857.2249755859375,1699369984
2018-03-04,866.677978515625,1697939968
2018-03-05,853.6840209960938,1898489984
2018-03-06,816.9509887695312,1943069952
2018-03-07,752.8309936523438,2175419904
2018-03-08,704.5960083007812,1891640064
2018-03-09,728.916015625,2233019904
2018-03-10,686.8900146484375,1532960000
2018-03-11,723.3389892578125,1562680064
2018-03-12,699.8309936523438,1764999936
2018-03-13,690.8270263671875,1425959936
2018-03-14,614.291015625,1810560000
