date,close,volume
2020-01-02,1.5774999856948853,17814400
2020-01-03,1.4700000286102295,14175600
2020-01-06,1.462499976158142,13579200
2020-01-07,1.3799999952316284,20912000
2020-01-08,1.4299999475479126,22517600
2020-01-09,1.3875000476837158,10572000
2020-01-10,1.3574999570846558,11125600
2020-01-13,1.3574999570846558,14500800
2020-01-14,1.1775000095367432,50247600
2020-01-15,1.152500033378601,19924400
2020-01-16,1.1549999713897705,17148400
2020-01-17,1.1875,16078000
2020-01-21,1.1475000381469727,14128400
2020-01-22,1.1399999856948853,10510000
2020-01-23,1.1549999713897705,7520800
2020-01-24,1.0800000429153442,16654400
2020-01-27,1.0700000524520874,8490000
2020-01-28,1.0525000095367432,8579600
2020-01-29,1.0325000286102295,6210400
2020-01-30,0.9825000166893005,12026000
2020-01-31,0.9599999785423279,11566800
2020-02-03,0.987500011920929,8102400
2020-02-04,1.0175000429153442,14252400
2020-02-05,1.0449999570846558,10566800
2020-02-06,1.034999966621399,6041200
2020-02-07,0.9524999856948853,10969200
2020-02-10,0.9850000143051147,11108000
2020-02-11,1.0049999952316284,13660000
2020-02-12,1.0475000143051147,19282400
2020-02-13,1.027500033378601,8326800
2020-02-14,1.0049999952316284,6330800
2020-02-18,1.0149999856948853,5870400
2020-02-19,1.037500023841858,10372400
2020-02-20,1.034999966621399,6249200
2020-02-21,1.0099999904632568,6782800
2020-02-24,0.925000011920929,14265200
2020-02-25,0.8899999856948853,17791600
2020-02-26,0.8475000262260437,18899200
2020-02-27,0.8675000071525574,15518000
2020-02-28,0.8999999761581421,18768800
2020-03-02,0.9574999809265137,12833600
2020-03-03,0.9075000286102295,17130000
2020-03-04,0.9424999952316284,17030400
2020-03-05,0.9900000095367432,14397600
2020-03-06,0.9800000190734863,8387200
2020-03-09,0.925000011920929,10928000
2020-03-10,1.0575000047683716,19452800
2020-03-11,1.034999966621399,17656400
2020-03-12,0.9950000047683716,20493600
2020-03-13,1.1475000381469727,23148800
2020-03-16,1.0924999713897705,19466800
2020-03-17,1.0575000047683716,14248800
2020-03-18,0.9424999952316284,14606800
2020-03-19,1.0475000143051147,20158000
2020-03-20,0.9399999976158142,30888800
2020-03-23,0.9524999856948853,24039200
2020-03-24,1.0399999618530273,27222400
2020-03-25,1.0425000190734863,14368400
2020-03-26,1.1024999618530273,24742800
2020-03-27,1.0549999475479126,28099200
2020-03-30,0.9125000238418579,13402400
