date,close,volume
2024-01-02,163.8435821533203,9977400
2024-01-03,163.1294708251953,9852300
2024-01-04,164.2120361328125,11972500
2024-01-05,165.03591918945312,10066000
2024-01-08,164.79640197753906,11229900
2024-01-09,163.49351501464844,9923600
2024-01-10,163.83839416503906,9670200
2024-01-11,163.1486358642578,11919500
2024-01-12,161.9511260986328,19436500
2024-01-16,160.93565368652344,17206400
2024-01-17,160.07342529296875,11107500
2024-01-18,160.3895721435547,9382300
2024-01-19,163.158203125,13115700
2024-01-22,162.9665985107422,12837500
2024-01-23,161.89364624023438,8360800
2024-01-24,163.34022521972656,9967100
2024-01-25,165.67779541015625,8873500
2024-01-26,165.0454864501953,7443000
2024-01-29,165.47659301757812,6971200
2024-01-30,168.86795043945312,10822100
2024-01-31,167.03814697265625,11521800
2024-02-01,166.4345703125,9354800
2024-02-02,167.39260864257812,8607600
2024-02-05,167.17227172851562,7820200
2024-02-06,167.74703979492188,6764800
2024-02-07,168.06321716308594,7225500
2024-02-08,167.4596405029297,6060300
2024-02-09,167.66082763671875,6296700
2024-02-12,168.40809631347656,8539300
2024-02-13,166.9423370361328,8397600
2024-02-14,168.6380157470703,7056700
2024-02-15,172.31675720214844,8723400
2024-02-16,171.51202392578125,8152600
2024-02-20,172.1826171875,9668000
2024-02-21,173.3035125732422,7024000
2024-02-22,175.3824005126953,9296500
2024-02-23,176.26376342773438,7105800
2024-02-26,175.66021728515625,7145400
2024-02-27,175.74639892578125,5717100
2024-02-28,176.63735961914062,6131600
2024-02-29,178.24681091308594,9643000
2024-03-01,177.5091552734375,6311800
2024-03-04,178.84078979492188,7063600
2024-03-05,180.6322784423828,6617800
2024-03-06,181.5711212158203,7572900
2024-03-07,179.98081970214844,7618300
2024-03-08,180.31613159179688,6172200
2024-03-11,180.3831787109375,5762600
2024-03-12,181.8680877685547,5708400
2024-03-13,183.3434295654297,7795500
2024-03-14,180.07662963867188,10310900
2024-03-15,182.3087921142578,17214200
2024-03-18,184.56967163085938,9013800
2024-03-19,185.6522216796875,8478700
2024-03-20,188.08555603027344,9367000
2024-03-21,190.70091247558594,11203800
2024-03-22,188.36337280273438,8108800
2024-03-25,186.63897705078125,8620000
2024-03-26,187.5107421875,5961500
2024-03-27,191.14161682128906,8725800
2024-03-28,191.88885498046875,8628300
2024-04-01,190.5859832763672,7309000
2024-04-02,190.5093231201172,7014700
2024-04-03,189.97283935546875,9353400
2024-04-04,188.52743530273438,9243800
2024-04-05,190.26190185546875,6532300
2024-04-08,191.25440979003906,8001000
2024-04-09,189.97283935546875,7351500
2024-04-10,188.35398864746094,7681400
2024-04-11,188.31546020507812,10137700
2024-04-12,176.13560485839844,31532300
2024-04-15,176.23196411132812,14766600
2024-04-16,174.21804809570312,16451800
2024-04-17,173.5242462158203,9017100
2024-04-18,174.65167236328125,9557700
2024-04-19,179.03602600097656,13402300
2024-04-22,182.51461791992188,11529700
2024-04-23,185.14523315429688,9144400
2024-04-24,186.05099487304688,6964900
2024-04-25,186.3304443359375,9802300
2024-04-26,186.4460906982422,6413700
2024-04-29,186.2437286376953,5387800
2024-04-30,184.75978088378906,8153700
2024-05-01,184.8754119873047,7445300
2024-05-02,184.68270874023438,6501700
2024-05-03,183.57455444335938,8922800
2024-05-06,185.0103302001953,7911100
2024-05-07,184.7694091796875,7688800
2024-05-08,188.52743530273438,9227600
2024-05-09,190.3101043701172,7977300
2024-05-10,191.53387451171875,7529800
2024-05-13,191.4953155517578,7049200
2024-05-14,194.17410278320312,8596200
2024-05-15,194.7522735595703,8370000
